time,rpm,pressure,flow_rate,temperature,vibration,current,noise,ambient_temp,humidity,fluid_viscosity,external_vibration,failure,failure_type,failure_transition
1430.0,1613.5,2.5,90.0,70.1,15.0,21.5,97.5,23.6,44.6,1.0,8.8,1,5,IMPELLER_DAMAGE
4744.0,1621.3,2.8,109.0,73.3,5.5,19.1,88.0,24.0,34.7,1.0,8.0,1,5,IMPELLER_DAMAGE
3071.0,1622.3,4.12,120.7,75.5,6.5,21.0,95.6,26.6,32.3,1.0,7.4,1,5,IMPELLER_DAMAGE
4211.5,1641.6,2.82,90.0,72.0,15.0,20.6,106.9,28.3,35.6,1.0,8.0,1,5,IMPELLER_DAMAGE
4477.5,432.5,2.5,117.6,120.0,4.7,33.0,108.6,26.8,36.6,1.0,7.4,1,3,OVERLOAD
8123.0,1628.9,3.98,133.4,67.4,4.5,18.7,101.2,17.6,45.9,1.0,8.9,0,0,SAFE
7256.5,1652.1,3.42,119.4,70.9,4.5,19.6,90.0,22.6,53.9,1.0,8.6,0,0,SAFE
10327.0,1637.1,3.3,127.8,72.1,4.4,21.8,106.2,23.3,44.3,1.0,8.3,0,0,SAFE
7402.5,1652.3,4.08,128.5,70.6,4.0,20.3,106.6,21.1,58.0,1.0,9.5,0,0,SAFE
9921.5,1648.4,3.57,116.9,69.2,5.2,18.2,99.2,21.1,44.9,1.0,7.2,0,0,SAFE
8287.0,1667.1,4.25,123.0,64.0,4.7,19.5,98.3,16.6,43.0,1.0,8.9,0,0,SAFE
8679.0,1631.1,4.25,125.9,69.9,4.6,18.8,103.5,17.9,58.3,1.0,7.8,0,0,SAFE
10224.0,1641.7,4.25,123.8,69.8,5.2,20.1,90.2,23.2,41.4,1.0,8.2,0,0,SAFE
8633.5,1616.8,4.25,125.3,68.6,4.9,17.7,97.0,19.1,55.1,1.0,8.1,0,0,SAFE
8877.5,1653.1,4.08,123.1,66.8,5.0,20.6,97.8,16.4,60.0,1.0,8.9,0,0,SAFE
1392.5,1648.0,2.5,90.0,68.6,15.0,20.9,112.7,23.1,38.7,1.0,9.2,1,5,IMPELLER_DAMAGE
3418.5,100.0,2.5,90.0,120.0,4.9,33.0,120.0,25.7,35.0,1.0,9.4,1,3,OVERLOAD
2961.0,1647.2,2.5,90.0,69.1,15.0,20.6,115.7,26.2,38.6,1.0,8.6,1,5,IMPELLER_DAMAGE
2121.5,100.0,2.5,90.0,120.0,6.1,29.3,120.0,22.2,52.6,1.0,9.8,1,3,OVERLOAD
9977.5,1619.4,3.62,123.8,76.4,4.7,19.0,95.0,22.2,46.5,1.0,7.1,0,0,SAFE
10622.0,1638.7,4.25,136.0,78.8,4.2,18.9,88.1,26.8,44.8,1.0,7.2,0,0,SAFE
618.0,1602.0,3.44,124.3,68.1,4.8,21.4,108.1,18.8,50.1,1.0,9.5,1,4,SEAL_LEAK
3361.0,1654.1,2.52,90.2,72.0,5.7,19.0,120.0,26.8,33.5,1.0,9.1,1,4,SEAL_LEAK
8485.0,1654.2,4.25,123.8,67.5,5.2,20.4,99.3,16.4,46.8,1.0,7.8,0,0,SAFE
10287.5,1623.2,3.93,119.0,71.0,4.4,18.8,92.1,22.5,46.0,1.0,9.6,0,0,SAFE
3573.0,1562.2,3.15,122.1,75.2,4.2,22.8,92.7,24.2,32.5,1.0,9.1,1,3,OVERLOAD
9258.0,1606.4,4.25,128.5,64.0,4.7,20.4,99.0,17.1,47.4,1.0,8.5,0,0,SAFE
2117.5,100.0,2.5,90.0,120.0,6.1,31.0,120.0,21.7,52.0,1.0,9.7,1,4,OVERLOAD
3229.0,1613.1,3.82,126.2,68.3,5.2,21.2,93.8,27.1,33.5,1.0,9.1,1,2,CAVITATION
3279.0,1633.4,2.5,90.0,70.7,15.0,23.1,109.9,28.3,32.7,1.0,8.7,1,5,IMPELLER_DAMAGE
9158.0,1634.0,4.25,118.4,63.3,5.3,16.7,93.1,16.8,51.2,1.0,8.3,0,0,SAFE
853.5,1627.8,3.45,113.2,73.7,5.6,20.2,97.7,24.0,41.8,1.0,9.4,1,5,IMPELLER_DAMAGE
3589.0,1560.4,3.82,126.4,72.6,4.7,19.2,105.8,24.8,32.0,1.0,9.6,1,3,OVERLOAD
6558.5,1623.9,4.25,123.4,74.6,4.4,18.9,94.8,29.1,42.9,1.0,9.8,0,0,SAFE
3803.5,765.1,2.5,126.1,120.0,5.1,33.0,91.9,26.0,37.8,1.0,7.9,1,3,OVERLOAD
3703.5,100.0,2.5,90.0,120.0,4.5,32.3,120.0,27.7,32.5,1.0,7.9,1,3,OVERLOAD
10478.0,1647.1,3.98,124.5,69.2,5.0,18.3,91.7,22.5,35.8,1.0,8.3,0,0,SAFE
2567.0,1650.2,3.38,121.8,74.1,4.5,18.4,103.0,23.2,52.4,1.0,8.7,1,4,SEAL_LEAK
8585.0,1631.4,4.25,121.1,71.5,4.7,18.2,95.0,17.5,50.1,1.0,8.1,0,0,SAFE
3563.0,1546.0,2.98,128.2,74.8,4.5,18.9,95.2,24.2,31.3,1.0,8.4,1,3,OVERLOAD
8668.0,1596.0,3.69,118.8,68.1,4.0,16.7,102.3,18.9,57.0,1.0,7.7,0,0,SAFE
5016.5,846.1,2.5,127.9,119.8,4.5,33.0,89.4,24.0,32.4,1.0,7.8,1,3,OVERLOAD
3715.5,100.0,2.5,90.0,120.0,5.5,33.0,120.0,27.3,30.5,1.0,7.3,1,3,OVERLOAD
10897.0,1637.9,3.68,127.4,78.2,4.8,18.7,97.1,29.5,49.9,1.0,7.2,0,0,SAFE
7905.5,1647.2,3.63,127.4,67.2,5.7,17.2,91.6,19.9,47.7,1.0,7.7,0,0,SAFE
1127.5,1620.6,2.62,90.0,64.4,15.0,21.5,103.8,20.1,38.2,1.0,7.5,1,5,IMPELLER_DAMAGE
8998.5,1644.2,4.25,115.3,71.6,4.7,18.4,95.3,18.0,55.7,1.0,8.3,0,0,SAFE
10029.5,1616.7,3.71,123.4,65.1,4.3,19.0,93.1,21.1,42.2,1.0,8.5,0,0,SAFE
4480.5,385.8,2.5,112.6,120.0,4.2,33.0,97.1,26.8,36.9,1.0,7.1,1,3,OVERLOAD
2224.5,100.0,2.5,121.1,120.0,4.5,33.0,107.9,23.0,53.8,1.0,9.4,1,3,OVERLOAD
9511.5,1648.4,4.09,121.0,64.9,4.2,20.3,96.5,18.3,37.2,1.0,7.1,0,0,SAFE
6408.5,1638.5,4.25,127.8,77.4,4.9,17.9,100.1,28.6,42.6,1.0,7.2,0,0,SAFE
10349.0,1651.0,4.22,127.6,72.6,4.5,18.8,94.9,21.4,41.4,1.0,7.5,0,0,SAFE
4989.5,313.8,2.5,111.4,120.0,4.6,33.0,88.1,23.0,36.2,1.0,8.4,1,3,OVERLOAD
5441.5,919.5,2.5,119.2,107.5,5.3,33.0,96.8,21.1,31.3,1.0,9.6,1,3,OVERLOAD
10432.0,1618.6,4.25,128.6,72.6,4.6,19.2,111.3,23.6,39.4,1.0,7.2,0,0,SAFE
7135.0,1646.7,4.25,122.8,74.2,4.7,19.6,88.0,24.3,54.6,1.0,7.7,0,0,SAFE
7113.5,1611.7,3.41,121.2,76.7,5.1,19.7,100.0,23.8,57.1,1.0,7.6,0,0,SAFE
5979.5,1630.5,4.25,106.6,73.3,5.0,19.0,102.8,25.3,45.9,1.0,7.6,0,0,SAFE
4210.0,1650.5,2.5,90.0,77.4,15.0,20.9,97.2,28.5,35.5,1.0,7.7,1,5,IMPELLER_DAMAGE
9463.5,1636.7,3.6,127.2,65.7,4.9,20.3,102.4,19.3,38.7,1.0,7.0,0,0,SAFE
1011.0,1648.7,2.66,90.0,71.6,15.0,18.1,96.8,23.4,42.9,1.0,8.9,1,5,IMPELLER_DAMAGE
1269.5,449.0,2.5,123.5,120.0,4.3,33.0,107.3,21.4,39.1,1.0,9.2,1,3,OVERLOAD
9953.5,1619.1,4.25,112.6,70.7,4.5,19.6,97.7,21.5,45.3,1.0,7.2,0,0,SAFE
4663.5,1555.7,3.82,117.3,75.3,3.8,21.6,101.4,26.1,35.0,1.0,8.8,1,3,OVERLOAD
7265.0,1611.8,4.23,123.2,73.1,4.8,19.7,104.2,22.4,56.3,1.0,8.2,0,0,SAFE
10480.5,1637.7,4.14,126.0,67.9,4.8,19.6,93.6,22.4,35.9,1.0,8.0,0,0,SAFE
5056.0,1643.5,3.11,90.0,66.8,6.2,22.0,119.8,24.7,31.3,1.0,7.6,1,4,SEAL_LEAK
4117.0,1605.1,4.21,122.2,73.5,4.4,17.5,102.8,29.3,35.0,1.0,7.7,1,5,IMPELLER_DAMAGE
2917.0,1628.3,3.67,131.7,68.2,5.2,20.4,105.4,26.4,43.3,1.0,7.8,1,2,CAVITATION
3983.0,843.2,2.5,113.8,120.0,4.4,33.0,88.0,27.3,36.2,1.0,7.0,1,3,OVERLOAD
10818.0,1647.7,4.18,122.0,75.9,4.5,19.4,98.1,28.4,44.0,1.0,7.3,0,0,SAFE
7009.0,1619.6,4.25,119.2,76.6,4.6,19.5,103.5,25.5,55.9,1.0,8.4,0,0,SAFE
7785.0,1614.3,4.18,123.3,71.1,5.0,19.5,99.1,21.3,52.8,1.0,8.4,0,0,SAFE
9700.0,1623.3,3.79,126.1,72.6,4.8,20.6,102.5,21.9,40.8,1.0,9.6,0,0,SAFE
6471.0,1619.0,3.66,130.4,78.3,4.3,17.7,103.8,28.6,43.9,1.0,8.7,0,0,SAFE
7228.5,1627.0,4.25,121.4,71.3,5.0,18.6,102.7,22.9,54.6,1.0,8.3,0,0,SAFE
6580.0,1617.2,3.59,120.3,75.8,4.6,19.1,101.9,29.3,43.1,1.0,9.0,0,0,SAFE
9931.0,1645.2,4.25,122.7,70.7,4.5,21.2,101.5,20.8,44.7,1.0,7.4,0,0,SAFE
6217.5,1642.2,3.51,119.0,77.2,4.7,18.9,94.0,26.2,41.1,1.0,8.7,0,0,SAFE
1877.5,1563.6,3.82,123.0,73.3,5.0,18.6,113.9,19.9,46.7,1.0,10.0,1,3,OVERLOAD
8896.0,1641.3,4.25,133.0,71.4,4.7,18.4,97.9,18.1,59.0,1.0,8.6,0,0,SAFE
1633.0,1651.3,4.12,107.7,69.1,6.5,17.9,103.7,21.7,50.9,1.0,7.7,1,5,IMPELLER_DAMAGE
843.5,1333.0,2.5,136.0,84.9,4.6,26.4,101.0,24.3,43.3,1.0,8.9,1,3,OVERLOAD
7958.0,1639.3,3.15,127.1,70.9,5.3,18.9,106.7,18.6,47.4,1.0,7.5,0,0,SAFE
1878.5,1536.9,3.04,123.8,74.6,5.3,22.6,104.1,19.5,47.3,1.0,9.8,0,3,SAFE
7103.5,1598.6,4.25,123.9,75.2,4.3,19.1,105.5,23.9,56.9,1.0,7.4,0,0,SAFE
1538.0,1633.0,2.5,90.0,71.0,15.0,21.6,88.0,22.8,42.5,1.0,9.7,1,5,IMPELLER_DAMAGE
1676.5,1612.7,3.86,109.7,70.9,5.9,20.6,95.1,21.6,53.4,1.0,7.7,1,5,IMPELLER_DAMAGE
6943.0,1624.1,3.04,116.9,76.9,5.2,17.7,98.9,22.8,51.6,1.0,9.6,0,0,SAFE
8452.5,1612.3,4.25,121.7,65.7,4.0,19.8,100.8,16.1,46.3,1.0,8.8,0,0,SAFE
1962.5,1662.1,2.5,90.0,70.6,15.0,21.7,106.2,19.6,50.3,1.0,8.6,1,5,IMPELLER_DAMAGE
1992.5,1625.4,3.54,98.5,71.3,11.7,20.0,94.8,20.0,52.4,1.0,8.8,1,5,IMPELLER_DAMAGE
8580.0,1644.7,4.09,119.6,69.7,4.5,17.8,99.6,17.0,50.1,1.0,8.0,0,0,SAFE
10819.0,1619.7,3.2,124.0,73.9,4.2,19.4,105.2,28.5,44.2,1.0,7.3,0,0,SAFE
7760.0,1632.2,3.42,115.3,69.7,4.5,19.9,112.1,20.9,54.4,1.0,8.5,0,0,SAFE
7079.5,1633.7,4.25,121.1,73.1,4.7,17.3,97.1,23.7,59.4,1.0,7.4,0,0,SAFE
5422.5,431.7,2.5,135.7,120.0,4.2,33.0,89.7,20.9,30.0,1.0,9.6,1,3,OVERLOAD
4627.5,1628.6,2.5,90.0,70.4,15.0,21.8,97.3,27.2,34.5,1.0,9.3,1,5,IMPELLER_DAMAGE
9015.5,1635.2,3.84,121.3,68.1,5.0,19.6,102.1,18.2,57.3,1.0,8.0,0,0,SAFE
4730.5,1625.8,4.12,118.3,70.2,5.5,19.9,96.5,23.9,34.2,1.0,8.6,1,5,IMPELLER_DAMAGE
6820.0,1644.3,3.52,121.7,74.1,4.4,18.2,98.1,26.0,48.2,1.0,9.6,0,0,SAFE
10542.5,1623.6,3.97,130.5,70.6,5.1,19.5,107.5,24.2,42.0,1.0,8.5,0,0,SAFE
10512.5,1649.9,4.07,131.0,70.7,4.5,20.3,91.7,22.2,37.1,1.0,8.9,0,0,SAFE
6005.0,1649.5,3.93,130.2,73.3,4.4,18.7,90.4,25.0,47.3,1.0,7.4,0,0,SAFE
9723.5,1637.4,4.25,130.2,70.7,4.5,18.4,99.0,22.2,39.9,1.0,9.5,0,0,SAFE
8153.5,1621.6,4.25,135.2,65.2,4.4,18.5,95.9,18.5,46.3,1.0,8.5,0,0,SAFE
2732.5,368.9,2.5,111.8,120.0,4.9,33.0,102.4,24.4,51.1,1.0,8.5,1,3,OVERLOAD
6928.0,1632.1,4.2,115.8,76.1,4.0,20.4,110.4,23.7,52.1,1.0,9.9,0,0,SAFE
9348.0,1646.8,3.43,121.2,67.7,5.1,18.6,102.1,18.0,42.4,1.0,8.6,0,0,SAFE
8413.5,1659.4,3.34,124.4,63.1,4.6,19.5,97.6,13.9,43.2,1.0,9.7,0,0,SAFE
9909.0,1622.0,4.25,127.1,70.1,5.2,19.9,99.7,20.1,42.4,1.0,7.8,0,0,SAFE
8542.0,1619.2,3.45,127.7,66.8,5.2,18.2,100.2,18.0,48.8,1.0,7.6,0,0,SAFE
8409.5,1652.2,3.34,127.2,59.2,4.3,20.3,98.0,13.6,43.4,1.0,9.4,0,0,SAFE
5107.0,100.0,2.5,90.0,120.0,4.8,32.2,120.0,25.1,32.2,1.0,8.2,1,3,OVERLOAD
7694.5,1598.7,3.81,112.4,73.4,5.1,18.3,96.9,20.9,50.9,1.0,7.4,0,0,SAFE
1356.0,1650.8,2.5,97.3,70.6,9.8,18.2,102.3,23.0,37.5,1.0,9.4,1,5,IMPELLER_DAMAGE
1749.5,1642.5,4.07,109.9,73.0,5.9,16.8,103.3,22.5,54.4,1.0,8.8,1,5,IMPELLER_DAMAGE
4802.5,1620.7,3.78,128.9,70.6,6.4,17.3,102.7,24.2,31.3,1.0,7.7,1,5,IMPELLER_DAMAGE
9458.5,1636.9,3.41,125.4,67.4,5.1,18.8,95.4,19.2,38.9,1.0,7.5,0,0,SAFE
887.0,1626.8,2.54,121.2,72.3,5.4,21.0,92.3,23.6,43.9,1.0,8.1,1,5,IMPELLER_DAMAGE
2837.0,1631.7,2.5,90.0,75.2,15.0,16.7,108.7,25.4,51.1,1.0,8.3,1,5,IMPELLER_DAMAGE
10645.5,1650.3,3.26,119.5,75.1,4.9,19.9,105.2,26.7,44.6,1.0,8.5,0,0,SAFE
3340.5,1633.1,3.87,124.7,75.4,5.5,17.3,110.3,27.2,33.1,1.0,9.5,1,1,BEARING
5149.0,100.0,2.5,98.5,120.0,4.8,32.1,112.1,26.1,32.9,1.0,9.8,1,3,OVERLOAD
5053.0,1649.1,2.72,91.3,71.9,6.4,23.5,114.2,24.2,31.6,1.0,7.7,1,4,SEAL_LEAK
8407.0,1623.2,3.74,119.1,62.7,5.2,17.8,108.3,13.8,43.6,1.0,9.7,0,0,SAFE
6941.0,1615.9,3.89,127.4,74.8,4.3,20.3,107.1,22.8,51.8,1.0,9.9,0,0,SAFE
512.0,1634.6,3.0,90.0,65.0,13.1,22.1,105.3,18.8,48.9,1.0,7.1,1,5,IMPELLER_DAMAGE
10338.0,1646.0,4.25,119.6,72.3,4.6,19.4,98.3,22.4,42.0,1.0,7.3,0,0,SAFE
10470.0,1653.3,3.96,122.1,73.4,4.2,20.0,108.4,22.6,37.8,1.0,8.3,0,0,SAFE
5206.0,473.6,2.5,123.0,120.0,5.4,33.0,105.4,25.7,34.0,1.0,10.0,1,3,OVERLOAD
3473.0,100.0,2.5,113.0,120.0,5.6,33.0,97.9,24.8,32.7,1.0,7.2,1,3,OVERLOAD
10597.5,1638.2,3.82,117.2,70.6,4.7,19.9,97.1,26.5,40.7,1.0,7.0,0,0,SAFE
4648.5,1638.5,3.33,90.0,73.3,14.4,17.7,101.9,26.3,34.2,1.0,9.9,1,5,IMPELLER_DAMAGE
10826.0,1640.1,3.58,130.5,75.2,4.7,18.9,89.6,28.9,45.7,1.0,7.0,0,0,SAFE
6542.0,1635.2,3.37,124.7,75.6,4.8,17.1,108.3,27.3,44.8,1.0,9.5,0,0,SAFE
3170.0,375.0,2.5,126.9,120.0,4.6,33.0,92.9,27.0,32.1,1.0,7.7,1,3,OVERLOAD
8321.0,1628.2,4.25,128.7,61.1,4.9,18.1,93.5,14.7,45.6,1.0,9.0,0,0,SAFE
4048.0,1631.6,2.5,90.0,74.7,15.0,19.4,100.3,29.2,38.7,1.0,9.9,1,5,IMPELLER_DAMAGE
2144.0,100.0,2.5,90.0,120.0,5.9,31.4,120.0,23.7,52.9,1.0,9.8,1,3,OVERLOAD
6427.0,1635.7,4.25,126.3,73.9,4.9,19.6,98.9,29.0,44.8,1.0,7.6,0,0,SAFE
9974.0,1619.8,3.49,121.3,75.6,4.7,19.4,105.9,22.8,47.3,1.0,7.1,0,0,SAFE
7863.0,1631.0,4.21,129.6,70.0,5.1,19.4,101.4,19.7,52.8,1.0,7.6,0,0,SAFE
2525.5,100.0,2.5,114.8,120.0,4.2,33.0,102.7,23.3,49.6,1.0,8.3,1,3,OVERLOAD
9083.5,1622.8,4.25,104.7,68.7,5.0,20.1,107.7,19.1,54.5,1.0,8.7,0,0,SAFE
4903.0,1519.6,3.35,117.5,75.4,4.5,20.1,93.8,25.8,36.4,1.0,9.1,1,3,OVERLOAD
10113.5,1646.7,4.25,118.6,73.0,4.9,19.3,106.6,22.8,40.9,1.0,8.5,0,0,SAFE
6737.0,1638.1,3.7,123.9,77.2,4.5,17.1,97.6,26.8,49.0,1.0,7.8,0,0,SAFE
542.0,1643.5,2.5,90.0,64.4,15.0,17.7,102.8,17.7,48.4,1.0,7.0,1,5,IMPELLER_DAMAGE
1034.0,1633.9,2.5,90.0,71.2,15.0,19.5,94.1,22.4,41.8,1.0,10.0,1,5,IMPELLER_DAMAGE
7933.0,1639.8,4.25,123.5,69.7,4.1,19.8,104.3,19.4,46.8,1.0,8.0,0,0,SAFE
6300.5,1648.4,3.37,115.6,73.7,4.0,18.4,106.1,25.6,38.0,1.0,7.8,0,0,SAFE
7544.5,1644.3,4.25,114.4,68.8,4.7,18.7,97.1,19.6,56.0,1.0,8.1,0,0,SAFE
4780.0,1630.2,3.76,124.1,67.0,5.8,18.9,98.3,24.6,31.4,1.0,7.9,1,5,IMPELLER_DAMAGE
6887.0,1637.5,4.25,122.0,69.6,4.9,19.5,98.8,23.9,49.1,1.0,10.0,0,0,SAFE
9298.5,1642.9,3.74,130.6,65.0,4.9,18.9,98.0,18.1,46.9,1.0,9.5,0,0,SAFE
4363.0,448.5,2.5,121.3,120.0,5.2,33.0,107.7,27.1,34.8,1.0,8.3,1,3,OVERLOAD
3932.5,332.7,2.5,115.7,120.0,4.5,33.0,92.4,28.4,35.6,1.0,7.5,1,3,OVERLOAD
5175.5,100.0,2.5,113.4,120.0,3.8,33.0,92.7,25.6,33.8,1.0,9.6,1,3,OVERLOAD
1520.5,1645.8,2.5,90.0,67.0,15.0,18.1,109.7,23.1,41.6,1.0,9.2,1,5,IMPELLER_DAMAGE
9573.5,1637.7,3.64,129.1,69.5,4.9,19.7,112.3,20.7,39.8,1.0,10.0,0,0,SAFE
5349.0,1635.6,3.41,124.2,69.3,5.4,18.5,91.9,23.1,30.1,1.0,9.2,1,4,SEAL_LEAK
8905.0,1635.4,4.25,117.3,70.4,5.1,20.0,98.8,17.7,58.9,1.0,8.4,0,0,SAFE
942.5,1555.9,2.87,115.7,73.1,4.9,22.1,89.5,22.0,45.1,1.0,7.6,1,3,OVERLOAD
3452.5,100.0,2.5,112.4,120.0,5.6,33.0,106.2,24.9,32.7,1.0,8.9,1,3,OVERLOAD
10370.5,1620.5,4.16,123.5,66.4,4.3,18.3,98.2,20.6,37.9,1.0,7.3,0,0,SAFE
2859.0,1646.4,2.5,90.0,72.1,15.0,23.2,107.5,25.9,47.0,1.0,8.7,1,5,IMPELLER_DAMAGE
2220.5,100.0,2.5,118.5,120.0,4.5,33.0,103.4,23.3,53.7,1.0,9.7,1,3,OVERLOAD
9636.0,1641.9,4.11,131.3,71.7,4.9,19.0,96.9,22.2,39.0,1.0,9.6,0,0,SAFE
888.5,1628.5,3.59,128.5,70.0,6.0,18.9,88.5,23.3,43.8,1.0,7.9,1,5,IMPELLER_DAMAGE
10639.0,1611.5,4.25,110.0,76.6,4.5,18.4,100.7,27.5,45.2,1.0,8.5,0,0,SAFE
3990.5,1320.1,2.68,134.3,92.8,5.2,30.9,106.0,27.1,34.7,1.0,7.4,1,3,OVERLOAD
10497.0,1631.1,4.25,132.4,73.3,4.4,19.7,105.4,22.6,36.0,1.0,7.4,0,0,SAFE
8581.0,1635.9,4.25,115.2,64.3,5.1,20.0,106.5,17.1,50.7,1.0,8.2,0,0,SAFE
1999.5,1630.3,3.77,121.6,71.2,6.4,18.0,88.0,20.4,54.6,1.0,8.8,1,5,IMPELLER_DAMAGE
6889.5,1625.8,3.98,112.1,73.0,5.2,20.1,102.2,23.9,49.8,1.0,10.0,0,0,SAFE
6360.5,1622.0,4.12,123.0,71.9,5.3,19.0,96.6,26.8,40.4,1.0,7.6,0,0,SAFE
