time,rpm,pressure,flow_rate,temperature,vibration,current,noise,ambient_temp,humidity,fluid_viscosity,external_vibration,failure,failure_type,failure_transition
509.000,1632.600,3.190,100.000,70.100,10.300,20.100,107.100,18.400,49.000,1.000,7.000,1,5,IMPELLER_DAMAGE
509.500,1647.800,3.190,90.000,67.800,11.900,21.800,95.100,18.600,48.700,1.000,7.000,1,5,IMPELLER_DAMAGE
510.000,1640.200,3.190,90.000,70.500,10.700,18.700,110.300,18.500,48.200,1.000,7.100,1,5,IMPELLER_DAMAGE
510.500,1640.500,3.090,92.900,69.900,11.300,17.300,99.000,18.700,48.700,1.000,7.000,1,5,IMPELLER_DAMAGE
511.000,1613.200,2.770,90.000,62.100,12.700,16.700,98.300,18.700,48.800,1.000,7.100,1,5,IMPELLER_DAMAGE
511.500,1621.700,2.980,90.000,59.400,12.800,16.700,109.500,18.700,49.100,1.000,7.200,1,5,IMPELLER_DAMAGE
512.000,1634.600,3.000,90.000,65.000,13.100,22.100,105.300,18.800,48.900,1.000,7.100,1,5,IMPELLER_DAMAGE
512.500,1617.300,2.910,90.000,63.600,13.400,20.900,100.100,18.900,49.200,1.000,7.100,1,5,IMPELLER_DAMAGE
513.000,1630.600,2.700,90.000,64.600,15.000,21.700,101.100,18.700,49.000,1.000,7.000,1,5,IMPELLER_DAMAGE
513.500,1620.800,2.820,90.000,67.300,14.500,19.900,107.600,18.700,49.300,1.000,7.000,1,5,IMPELLER_DAMAGE
514.000,1631.300,2.820,90.000,63.700,15.000,19.900,114.800,18.700,48.900,1.000,7.200,1,5,IMPELLER_DAMAGE
514.500,1629.100,2.500,90.000,66.300,15.000,19.900,97.700,18.700,49.300,1.000,7.300,1,5,IMPELLER_DAMAGE
515.000,1615.700,2.690,90.000,70.200,15.000,18.400,98.500,18.600,49.500,1.000,7.200,1,5,IMPELLER_DAMAGE
515.500,1636.200,2.740,90.000,66.500,15.000,17.200,106.600,18.400,49.400,1.000,7.300,1,5,IMPELLER_DAMAGE
516.000,1635.000,2.740,90.000,63.500,15.000,19.800,93.200,18.500,49.200,1.000,7.500,1,5,IMPELLER_DAMAGE
516.500,1637.700,2.740,90.000,62.600,15.000,20.200,102.200,18.600,49.500,1.000,7.400,1,5,IMPELLER_DAMAGE
517.000,1647.700,2.650,90.000,61.800,15.000,20.400,103.400,18.700,49.600,1.000,7.300,1,5,IMPELLER_DAMAGE
517.500,1649.300,2.500,90.000,61.100,15.000,20.400,106.700,18.600,49.900,1.000,7.400,1,5,IMPELLER_DAMAGE
518.000,1617.000,2.510,90.000,70.700,15.000,19.700,118.800,18.400,49.800,1.000,7.300,1,5,IMPELLER_DAMAGE
518.500,1617.300,2.500,90.000,63.400,15.000,17.100,104.500,18.300,49.400,1.000,7.200,1,5,IMPELLER_DAMAGE
519.000,1673.100,2.650,90.000,65.600,15.000,19.800,104.500,18.200,49.600,1.000,7.000,1,5,IMPELLER_DAMAGE
519.500,1640.200,2.570,90.000,61.000,15.000,20.300,106.300,18.100,49.200,1.000,7.000,1,5,IMPELLER_DAMAGE
520.000,1641.100,2.570,90.000,62.700,15.000,20.200,99.600,17.900,49.200,1.000,7.000,1,5,IMPELLER_DAMAGE
520.500,1649.100,2.500,90.000,69.400,15.000,22.000,113.400,17.700,49.300,1.000,7.200,1,5,IMPELLER_DAMAGE
521.000,1655.000,2.500,90.000,66.800,15.000,18.000,109.200,17.900,48.900,1.000,7.100,1,5,IMPELLER_DAMAGE
521.500,1634.500,2.500,90.000,62.900,15.000,19.500,112.500,18.000,49.300,1.000,7.200,1,5,IMPELLER_DAMAGE
522.000,1665.700,2.560,90.000,65.400,15.000,20.300,107.600,17.800,49.000,1.000,7.100,1,5,IMPELLER_DAMAGE
522.500,1667.600,2.500,90.000,63.600,15.000,16.800,106.200,17.800,49.400,1.000,7.200,1,5,IMPELLER_DAMAGE
523.000,1621.800,2.500,90.000,55.500,15.000,19.700,95.400,17.800,49.300,1.000,7.000,1,5,IMPELLER_DAMAGE
523.500,1629.200,2.500,90.000,65.200,15.000,19.500,97.500,17.800,49.000,1.000,7.000,1,5,IMPELLER_DAMAGE
524.000,1626.900,2.500,90.000,64.300,15.000,18.900,115.000,17.900,48.500,1.000,7.000,1,5,IMPELLER_DAMAGE
524.500,1629.600,2.500,90.000,61.700,15.000,16.700,115.000,17.900,48.900,1.000,7.100,1,5,IMPELLER_DAMAGE
525.000,1618.800,2.500,90.000,66.300,15.000,19.500,112.200,17.900,49.000,1.000,7.000,1,5,IMPELLER_DAMAGE
525.500,1640.300,2.500,90.000,64.800,15.000,19.600,106.500,17.800,49.300,1.000,7.000,1,5,IMPELLER_DAMAGE
526.000,1624.500,2.500,90.000,65.400,15.000,22.100,112.600,17.600,49.400,1.000,7.000,1,5,IMPELLER_DAMAGE
526.500,1650.800,2.500,90.000,65.500,15.000,16.700,108.100,17.500,49.100,1.000,7.000,1,5,IMPELLER_DAMAGE
527.000,1616.000,2.500,90.000,65.200,15.000,19.000,116.400,17.400,49.600,1.000,7.000,1,5,IMPELLER_DAMAGE
527.500,1614.800,2.500,90.000,70.000,15.000,20.800,98.100,17.300,49.400,1.000,7.100,1,5,IMPELLER_DAMAGE
528.000,1627.300,2.500,90.000,63.000,15.000,21.900,111.900,17.500,49.500,1.000,7.000,1,5,IMPELLER_DAMAGE
528.500,1667.400,2.500,90.000,65.200,15.000,17.500,104.100,17.500,49.300,1.000,7.000,1,5,IMPELLER_DAMAGE
529.000,1641.100,2.500,90.000,64.900,15.000,17.200,105.500,17.300,49.300,1.000,7.200,1,5,IMPELLER_DAMAGE
529.500,1619.900,2.500,90.000,64.900,15.000,23.400,105.200,17.300,48.900,1.000,7.400,1,5,IMPELLER_DAMAGE
530.000,1644.300,2.500,90.000,61.500,15.000,16.700,98.900,17.400,48.700,1.000,7.400,1,5,IMPELLER_DAMAGE
530.500,1627.500,2.500,90.000,62.800,15.000,21.300,106.300,17.400,49.200,1.000,7.300,1,5,IMPELLER_DAMAGE
531.000,1640.400,2.500,90.000,69.800,15.000,21.800,110.000,17.500,49.200,1.000,7.300,1,5,IMPELLER_DAMAGE
531.500,1639.200,2.500,90.000,67.500,15.000,19.000,113.300,17.500,49.400,1.000,7.200,1,5,IMPELLER_DAMAGE
532.000,1611.500,2.500,90.000,63.900,15.000,22.300,102.000,17.400,49.800,1.000,7.200,1,5,IMPELLER_DAMAGE
532.500,1634.900,2.500,90.000,68.000,15.000,17.800,103.300,17.400,49.300,1.000,7.300,1,5,IMPELLER_DAMAGE
533.000,1593.800,2.500,90.000,66.400,15.000,19.900,111.000,17.500,49.400,1.000,7.100,1,5,IMPELLER_DAMAGE
533.500,1627.900,2.500,90.000,62.600,15.000,23.200,106.500,17.500,49.200,1.000,7.200,1,5,IMPELLER_DAMAGE
534.000,1619.800,2.500,90.000,66.600,15.000,20.100,102.200,17.600,49.200,1.000,7.300,1,5,IMPELLER_DAMAGE
534.500,1645.000,2.500,90.000,67.600,15.000,18.800,96.600,17.800,48.800,1.000,7.400,1,5,IMPELLER_DAMAGE
535.000,1642.300,2.500,90.000,67.800,15.000,26.200,105.300,17.900,49.000,1.000,7.300,1,5,IMPELLER_DAMAGE
535.500,1608.700,2.500,90.000,60.900,15.000,19.100,109.100,18.100,49.500,1.000,7.200,1,5,IMPELLER_DAMAGE
536.000,1632.600,2.500,90.000,65.100,15.000,23.100,93.100,18.000,49.600,1.000,7.300,1,5,IMPELLER_DAMAGE
536.500,1619.100,2.500,90.000,68.900,15.000,17.800,93.900,17.800,49.100,1.000,7.200,1,5,IMPELLER_DAMAGE
537.000,1645.900,2.500,90.000,61.800,15.000,17.700,107.600,17.600,49.100,1.000,7.200,1,5,IMPELLER_DAMAGE
537.500,1618.700,2.500,90.000,59.900,15.000,20.300,113.600,17.500,48.900,1.000,7.100,1,5,IMPELLER_DAMAGE
538.000,1621.900,2.500,90.000,63.300,15.000,20.000,108.500,17.400,49.400,1.000,7.100,1,5,IMPELLER_DAMAGE
538.500,1649.800,2.500,90.000,62.000,15.000,19.100,103.800,17.400,49.300,1.000,7.000,1,5,IMPELLER_DAMAGE
539.000,1616.900,2.500,90.000,60.900,15.000,19.400,108.000,17.500,48.900,1.000,7.000,1,5,IMPELLER_DAMAGE
539.500,1646.400,2.500,90.000,66.000,15.000,17.900,107.200,17.600,49.400,1.000,7.000,1,5,IMPELLER_DAMAGE
540.000,1611.200,2.500,90.000,66.600,15.000,17.100,98.400,17.600,49.400,1.000,7.000,1,5,IMPELLER_DAMAGE
540.500,1592.900,2.500,90.000,64.400,15.000,25.000,108.400,17.500,49.100,1.000,7.000,1,5,IMPELLER_DAMAGE
541.000,1629.300,2.500,90.000,62.700,15.000,17.400,105.500,17.600,48.700,1.000,7.000,1,5,IMPELLER_DAMAGE
541.500,1646.600,2.500,90.000,67.300,15.000,17.000,118.500,17.500,48.700,1.000,7.000,1,5,IMPELLER_DAMAGE
542.000,1643.500,2.500,90.000,64.400,15.000,17.700,102.800,17.700,48.400,1.000,7.000,1,5,IMPELLER_DAMAGE
542.500,1626.000,2.500,90.000,66.500,15.000,16.900,112.500,17.800,48.400,1.000,7.000,1,5,IMPELLER_DAMAGE
543.000,1653.900,2.500,90.000,64.300,15.000,20.600,116.400,17.800,48.600,1.000,7.000,1,5,IMPELLER_DAMAGE
543.500,1664.800,2.500,90.000,65.100,15.000,21.500,106.900,17.700,48.500,1.000,7.100,1,5,IMPELLER_DAMAGE
544.000,1629.500,2.500,90.000,68.400,15.000,18.400,102.900,17.800,48.200,1.000,7.000,1,5,IMPELLER_DAMAGE
544.500,1628.000,2.500,90.000,70.200,15.000,16.700,94.900,17.600,48.600,1.000,7.000,1,5,IMPELLER_DAMAGE
545.000,1625.700,2.500,90.000,68.800,15.000,19.100,90.500,17.500,48.600,1.000,7.100,1,5,IMPELLER_DAMAGE
545.500,1659.000,2.500,90.000,66.600,15.000,23.200,107.600,17.600,49.000,1.000,7.100,1,5,IMPELLER_DAMAGE
546.000,1613.300,2.500,90.000,64.600,15.000,17.200,102.800,17.600,49.200,1.000,7.100,1,5,IMPELLER_DAMAGE
546.500,1650.500,2.500,90.000,73.500,15.000,18.200,106.100,17.800,49.600,1.000,7.200,1,5,IMPELLER_DAMAGE
547.000,1635.000,2.500,90.000,63.400,15.000,17.400,98.900,17.900,50.000,1.000,7.300,1,5,IMPELLER_DAMAGE
547.500,1632.400,2.500,90.000,65.800,15.000,22.600,100.500,18.000,49.700,1.000,7.300,1,5,IMPELLER_DAMAGE
548.000,1630.100,2.500,90.000,70.400,15.000,24.900,95.400,17.900,49.900,1.000,7.400,1,5,IMPELLER_DAMAGE
548.500,1617.300,2.500,90.000,65.500,15.000,21.200,94.700,18.000,50.000,1.000,7.600,1,5,IMPELLER_DAMAGE
549.000,1620.500,2.500,90.000,69.100,15.000,20.500,104.100,18.100,50.300,1.000,7.500,1,5,IMPELLER_DAMAGE
549.500,1612.900,2.500,90.000,72.000,15.000,21.800,94.600,18.000,50.500,1.000,7.600,1,5,IMPELLER_DAMAGE
550.000,1629.100,2.500,90.000,65.500,15.000,22.800,95.500,17.800,50.200,1.000,7.500,1,5,IMPELLER_DAMAGE
550.500,1612.000,2.500,90.000,65.300,15.000,17.700,95.600,17.800,50.300,1.000,7.700,1,5,IMPELLER_DAMAGE
551.000,1624.200,2.500,90.000,67.500,15.000,17.700,99.000,17.900,50.800,1.000,7.500,1,5,IMPELLER_DAMAGE
551.500,1645.100,2.500,90.000,68.300,15.000,20.100,102.000,17.800,50.700,1.000,7.600,1,5,IMPELLER_DAMAGE
552.000,1639.700,2.500,90.000,67.800,15.000,20.500,88.000,17.800,51.100,1.000,7.600,1,5,IMPELLER_DAMAGE
552.500,1630.500,2.500,90.000,61.200,15.000,22.400,95.500,17.800,50.600,1.000,7.700,1,5,IMPELLER_DAMAGE
553.000,1648.100,2.500,90.000,71.500,15.000,17.300,100.300,17.700,50.700,1.000,7.700,1,5,IMPELLER_DAMAGE
553.500,1664.600,2.500,90.000,65.400,15.000,18.100,102.100,17.500,50.900,1.000,7.800,1,5,IMPELLER_DAMAGE
554.000,1660.900,2.500,90.000,67.000,15.000,16.700,101.600,17.600,50.500,1.000,7.900,1,5,IMPELLER_DAMAGE
554.500,1651.400,2.500,90.000,70.800,15.000,19.700,102.200,17.700,50.900,1.000,7.800,1,5,IMPELLER_DAMAGE
555.000,1656.300,2.500,90.000,67.500,15.000,17.600,106.100,17.600,50.800,1.000,7.800,1,5,IMPELLER_DAMAGE
555.500,1635.200,2.500,90.000,65.200,15.000,21.700,99.800,17.500,50.700,1.000,7.700,1,5,IMPELLER_DAMAGE
556.000,1626.600,2.500,90.000,69.600,15.000,24.400,93.300,17.600,51.000,1.000,7.700,1,5,IMPELLER_DAMAGE
556.500,1626.400,2.500,90.000,69.500,15.000,20.900,115.500,17.800,51.200,1.000,7.600,1,5,IMPELLER_DAMAGE
557.000,1635.300,2.500,90.000,65.800,15.000,20.300,102.500,17.600,51.200,1.000,7.700,1,5,IMPELLER_DAMAGE
557.500,1643.400,2.500,90.000,65.300,15.000,21.100,103.900,17.700,51.300,1.000,7.700,1,5,IMPELLER_DAMAGE
558.000,1656.700,2.500,90.000,69.900,15.000,23.100,104.400,17.500,51.300,1.000,7.900,1,5,IMPELLER_DAMAGE
