time,rpm,pressure,flow_rate,temperature,vibration,current,noise,ambient_temp,humidity,fluid_viscosity,external_vibration,failure,failure_type,failure_transition
5920.000,1629.200,4.250,125.100,70.700,5.500,19.100,95.600,22.300,46.400,1.000,10.000,0,0,
5920.500,1642.300,3.760,123.500,70.900,4.800,20.100,96.300,22.200,46.100,1.000,10.000,0,0,
5921.000,1634.200,3.890,113.800,69.300,4.900,21.100,94.800,22.300,45.600,1.000,10.000,0,0,
5921.500,1646.700,3.980,129.200,69.600,5.700,18.500,93.800,22.400,45.500,1.000,10.000,0,0,
5922.000,1640.200,3.830,122.600,68.500,5.300,17.400,96.900,22.300,45.000,1.000,9.900,0,0,
5922.500,1625.600,4.250,125.100,70.700,4.900,18.800,103.300,22.300,45.000,1.000,9.900,0,0,
5923.000,1649.600,4.250,131.400,70.000,3.900,19.300,103.600,22.200,45.100,1.000,9.900,0,0,
5923.500,1639.700,3.990,133.500,69.500,3.900,19.300,100.400,22.100,45.500,1.000,10.000,0,0,
5924.000,1622.200,3.780,135.500,69.900,5.400,18.000,96.600,22.200,45.800,1.000,10.000,0,0,
5924.500,1659.500,4.250,118.900,72.300,4.800,17.800,95.400,22.300,45.700,1.000,10.000,0,0,
5925.000,1639.000,3.630,122.800,69.700,5.100,19.900,108.900,22.500,45.600,1.000,10.000,0,0,
5925.500,1649.600,4.070,121.300,70.600,4.600,18.800,107.000,22.400,45.100,1.000,10.000,0,0,
5926.000,1622.200,3.810,121.300,71.500,4.800,19.600,96.000,22.500,45.000,1.000,10.000,0,0,
5926.500,1624.400,4.250,117.700,69.300,4.700,18.000,99.400,22.500,45.000,1.000,9.800,0,0,
5927.000,1634.400,4.110,125.800,71.500,4.400,17.900,95.700,22.400,45.000,1.000,9.800,0,0,
5927.500,1613.500,3.650,134.300,67.500,4.500,19.300,110.800,22.400,45.100,1.000,9.600,0,0,
5928.000,1625.700,3.470,113.800,70.700,4.000,19.800,94.200,22.600,45.400,1.000,9.600,0,0,
5928.500,1629.900,4.250,120.900,73.600,4.200,18.500,99.400,22.500,45.000,1.000,9.600,0,0,
5929.000,1627.200,4.250,127.900,73.400,5.000,20.700,99.100,22.700,45.100,1.000,9.600,0,0,
5929.500,1628.600,4.250,126.700,68.900,5.300,19.400,107.500,22.500,44.800,1.000,9.400,0,0,
5930.000,1624.900,3.700,127.800,72.200,4.300,18.300,103.600,22.400,44.800,1.000,9.500,0,0,
5930.500,1675.900,3.550,119.400,69.700,4.300,20.400,101.900,22.300,45.300,1.000,9.300,0,0,
5931.000,1639.400,3.300,135.600,70.400,4.600,20.500,97.500,22.500,45.300,1.000,9.400,0,0,
5931.500,1632.000,3.650,132.300,72.000,5.000,19.100,101.600,22.400,45.300,1.000,9.500,0,0,
5932.000,1628.100,3.500,116.100,69.600,4.400,19.700,107.400,22.500,45.000,1.000,9.500,0,0,
5932.500,1631.300,4.250,121.200,69.000,4.800,19.300,103.800,22.600,44.900,1.000,9.400,0,0,
5933.000,1619.300,4.060,125.000,68.000,5.500,18.300,101.800,22.600,45.300,1.000,9.300,0,0,
5933.500,1626.300,4.250,116.700,70.700,4.700,19.900,101.800,22.700,45.700,1.000,9.500,0,0,
5934.000,1647.000,3.510,116.800,65.800,4.500,19.000,98.600,22.500,46.100,1.000,9.400,0,0,
5934.500,1630.100,3.850,125.000,71.600,5.000,16.900,107.600,22.600,45.900,1.000,9.600,0,0,
5935.000,1615.100,4.250,131.000,70.100,4.400,19.800,103.800,22.500,46.300,1.000,9.700,0,0,
5935.500,1623.700,3.350,118.200,73.200,5.300,19.100,106.900,22.300,46.600,1.000,9.500,0,0,
5936.000,1637.100,3.540,126.500,69.700,3.900,18.800,97.800,22.400,46.700,1.000,9.600,0,0,
5936.500,1641.000,4.250,126.900,69.200,4.300,18.100,106.600,22.300,46.400,1.000,9.700,0,0,
5937.000,1616.700,3.540,123.900,71.500,5.200,18.900,99.800,22.400,46.400,1.000,9.600,0,0,
5937.500,1623.400,4.030,123.900,71.200,4.700,21.000,112.500,22.600,45.900,1.000,9.700,0,0,
5938.000,1641.100,4.250,118.000,75.700,3.900,19.500,89.400,22.700,45.900,1.000,9.700,0,0,
5938.500,1632.500,4.250,115.000,71.700,4.000,18.600,105.900,22.900,46.200,1.000,9.500,0,0,
5939.000,1629.100,4.250,120.500,72.200,4.800,19.500,99.800,22.800,46.300,1.000,9.300,0,0,
5939.500,1621.400,4.250,129.200,74.700,4.700,20.300,103.500,23.000,46.000,1.000,9.500,0,0,
5940.000,1637.700,3.290,132.800,66.400,4.500,20.300,98.900,23.100,46.200,1.000,9.400,0,0,
5940.500,1663.600,4.250,127.300,71.200,4.600,18.800,104.000,23.000,45.900,1.000,9.200,0,0,
5941.000,1631.600,3.950,125.200,73.700,4.800,17.900,96.900,23.100,46.100,1.000,9.200,0,0,
5941.500,1647.500,3.850,136.000,73.300,5.300,17.500,94.500,23.200,46.500,1.000,9.100,0,0,
5942.000,1639.000,3.610,130.800,72.300,4.500,17.300,98.400,23.100,46.600,1.000,9.000,0,0,
5942.500,1631.000,3.920,128.600,71.600,4.900,18.900,111.000,23.200,46.300,1.000,9.100,0,0,
5943.000,1632.700,3.760,118.900,74.200,5.200,19.100,102.400,23.300,46.500,1.000,9.100,0,0,
5943.500,1639.600,3.700,117.400,71.500,4.700,18.300,99.500,23.500,46.900,1.000,9.100,0,0,
5944.000,1634.200,4.140,124.900,72.300,4.900,19.300,97.300,23.300,47.100,1.000,9.000,0,0,
5944.500,1640.000,4.250,121.500,73.600,5.600,19.600,103.000,23.100,47.500,1.000,9.000,0,0,
5945.000,1639.300,3.630,129.700,72.700,4.600,19.200,99.800,23.000,47.500,1.000,8.800,0,0,
5945.500,1616.000,4.250,129.000,69.700,4.400,19.000,103.900,23.000,47.500,1.000,8.800,0,0,
5946.000,1639.700,4.250,131.200,65.900,4.800,19.400,103.400,23.000,47.200,1.000,8.800,0,0,
5946.500,1662.300,4.250,122.800,74.000,4.600,19.400,106.000,23.100,46.800,1.000,8.700,0,0,
5947.000,1653.200,3.620,122.900,71.200,5.300,20.400,92.800,23.000,46.700,1.000,8.800,0,0,
5947.500,1632.900,4.160,128.200,75.200,4.500,18.200,100.900,23.000,46.500,1.000,8.800,0,0,
5948.000,1654.600,4.250,115.700,71.600,4.000,19.400,101.500,23.100,46.700,1.000,8.800,0,0,
5948.500,1628.200,4.190,116.600,75.600,5.200,18.900,95.000,23.200,46.800,1.000,8.600,0,0,
5949.000,1637.700,4.250,129.000,71.100,4.800,16.700,96.500,23.200,46.500,1.000,8.600,0,0,
5949.500,1639.200,4.250,118.800,74.400,5.200,17.800,90.200,23.200,46.200,1.000,8.400,0,0,
5950.000,1633.200,3.710,126.400,74.400,4.700,19.800,92.400,23.200,46.200,1.000,8.300,0,0,
5950.500,1650.500,3.820,130.100,75.500,4.400,20.400,94.200,23.400,45.800,1.000,8.500,0,0,
5951.000,1645.900,3.390,128.600,72.000,4.100,20.800,105.900,23.300,46.300,1.000,8.600,0,0,
5951.500,1619.200,3.150,127.600,67.000,4.200,20.400,95.300,23.300,46.500,1.000,8.500,0,0,
5952.000,1631.900,3.920,130.700,78.800,4.700,20.400,98.100,23.200,46.100,1.000,8.400,0,0,
5952.500,1623.800,3.920,116.300,71.600,4.600,20.200,101.000,23.300,46.000,1.000,8.400,0,0,
5953.000,1638.300,4.010,136.000,72.400,4.500,19.300,101.500,23.200,46.000,1.000,8.200,0,0,
5953.500,1645.000,4.210,128.600,70.800,4.300,19.600,94.200,23.000,46.100,1.000,8.300,0,0,
5954.000,1624.400,4.250,115.100,72.700,4.800,19.600,96.300,23.100,46.200,1.000,8.300,0,0,
5954.500,1631.900,4.060,127.700,71.500,4.100,18.400,98.300,22.900,46.300,1.000,8.300,0,0,
5955.000,1652.700,3.510,128.500,74.400,5.200,19.100,101.800,23.100,45.900,1.000,8.200,0,0,
5955.500,1636.500,3.840,113.200,72.700,4.500,20.000,100.200,23.100,46.200,1.000,8.200,0,0,
5956.000,1637.400,4.020,130.900,76.000,4.400,19.800,91.000,23.200,46.400,1.000,8.200,0,0,
5956.500,1627.300,4.250,135.300,73.700,4.800,19.600,100.300,23.300,46.600,1.000,8.300,0,0,
5957.000,1643.600,3.400,128.600,74.900,4.100,20.800,97.500,23.300,46.500,1.000,8.200,0,0,
5957.500,1637.000,4.120,129.700,70.400,4.600,18.400,97.600,23.400,46.500,1.000,8.300,0,0,
5958.000,1643.600,3.770,122.100,72.100,4.500,19.100,106.200,23.500,46.200,1.000,8.100,0,0,
5958.500,1629.000,3.910,121.700,76.800,5.000,19.600,103.000,23.700,46.500,1.000,8.000,0,0,
5959.000,1640.800,4.070,122.400,74.600,4.500,18.500,107.400,23.800,46.200,1.000,7.900,0,0,
5959.500,1628.900,4.250,128.200,74.100,4.100,19.000,96.300,23.700,46.500,1.000,7.800,0,0,
5960.000,1635.100,3.770,115.500,72.700,5.200,19.100,100.100,23.800,46.300,1.000,7.600,0,0,
5960.500,1620.500,3.270,123.700,76.000,4.100,18.800,97.900,23.800,46.400,1.000,7.800,0,0,
5961.000,1629.800,4.250,112.500,73.700,4.700,18.000,88.000,23.700,46.800,1.000,7.600,0,0,
5961.500,1629.200,2.760,120.800,74.500,4.800,19.600,94.900,23.800,47.300,1.000,7.800,0,0,
5962.000,1641.100,4.110,131.000,72.500,4.800,19.100,107.300,23.900,47.300,1.000,8.000,0,0,
5962.500,1623.700,4.080,124.500,72.600,4.500,18.300,96.000,23.900,46.800,1.000,8.100,0,0,
5963.000,1607.600,3.900,119.000,70.000,4.500,18.600,107.400,24.000,47.000,1.000,8.200,0,0,
5963.500,1625.700,4.250,124.400,73.700,5.100,18.500,97.800,23.800,47.300,1.000,8.200,0,0,
5964.000,1632.300,2.870,123.600,69.900,5.400,19.200,106.000,23.700,47.100,1.000,8.100,0,0,
5964.500,1635.500,4.180,120.400,72.900,4.100,20.100,99.600,23.900,47.000,1.000,8.200,0,0,
5965.000,1653.700,4.250,136.000,70.200,4.700,19.000,101.300,24.000,46.600,1.000,8.200,0,0,
5965.500,1610.600,4.020,122.100,72.400,5.300,19.600,99.300,24.000,46.900,1.000,8.100,0,0,
5966.000,1635.100,4.110,125.900,74.500,4.300,19.400,101.900,24.100,47.000,1.000,8.000,0,0,
5966.500,1619.200,4.250,132.300,72.200,4.700,20.100,101.100,24.300,47.400,1.000,8.100,0,0,
5967.000,1634.700,4.010,130.600,72.200,3.800,17.000,93.800,24.500,47.300,1.000,8.200,0,0,
5967.500,1643.800,4.250,124.800,73.400,4.900,18.400,99.200,24.700,47.300,1.000,8.000,0,0,
5968.000,1652.900,4.130,115.500,72.100,5.000,20.300,109.000,24.500,47.000,1.000,7.900,0,0,
5968.500,1622.100,3.080,111.700,69.400,4.700,20.400,96.400,24.600,47.300,1.000,7.900,0,0,
5969.000,1608.100,4.250,131.700,75.400,4.000,19.900,91.200,24.700,47.100,1.000,7.700,0,0,
5969.500,1626.100,4.150,123.600,74.000,4.600,18.200,100.100,24.900,47.300,1.000,7.700,0,0,
5970.000,1632.800,4.250,131.700,69.900,4.100,20.200,88.000,24.700,47.300,1.000,7.800,0,0,
5970.500,1631.100,4.250,126.200,71.800,4.200,18.300,96.500,24.600,47.800,1.000,7.800,0,0,
5971.000,1631.200,3.650,115.200,75.100,5.200,19.800,99.300,24.600,47.300,1.000,7.700,0,0,
5971.500,1646.900,3.900,128.500,75.500,4.000,19.700,100.200,24.400,47.000,1.000,7.600,0,0,
5972.000,1638.500,3.980,123.600,75.400,4.800,21.900,88.000,24.600,47.300,1.000,7.600,0,0,
5972.500,1636.600,3.620,127.700,74.200,4.500,18.900,95.800,24.700,47.300,1.000,7.500,0,0,
5973.000,1635.200,4.250,127.000,72.900,4.600,19.300,88.000,24.800,47.700,1.000,7.500,0,0,
5973.500,1622.400,4.250,130.500,72.300,5.100,20.200,98.700,24.800,47.200,1.000,7.500,0,0,
5974.000,1632.300,3.910,127.400,75.500,4.800,18.000,93.800,24.900,47.300,1.000,7.600,0,0,
5974.500,1642.600,3.980,130.000,73.000,5.100,20.300,106.400,25.100,47.200,1.000,7.500,0,0,
5975.000,1631.600,4.250,119.500,73.200,5.200,18.500,96.400,24.900,47.100,1.000,7.700,0,0,
5975.500,1620.200,3.770,126.800,70.100,5.200,18.600,105.100,25.000,46.600,1.000,7.900,0,0,
5976.000,1615.800,4.250,116.300,74.600,4.400,18.700,104.600,25.100,46.500,1.000,8.000,0,0,
5976.500,1628.700,3.730,124.600,74.600,4.700,21.000,92.900,25.300,46.300,1.000,8.100,0,0,
5977.000,1663.800,4.250,124.100,77.600,4.200,20.700,101.500,25.400,46.200,1.000,8.000,0,0,
5977.500,1643.200,4.250,115.300,72.700,4.700,20.500,102.300,25.300,46.200,1.000,7.800,0,0,
5978.000,1628.200,3.890,123.800,74.400,5.300,20.800,99.500,25.100,46.200,1.000,7.900,0,0,
5978.500,1608.500,3.830,134.400,73.600,4.500,18.200,98.500,25.200,45.800,1.000,7.900,0,0,
5979.000,1631.600,4.250,124.300,78.600,5.100,17.800,103.400,25.300,46.100,1.000,7.700,0,0,
5979.500,1630.500,4.250,106.600,73.300,5.000,19.000,102.800,25.300,45.900,1.000,7.600,0,0,
5980.000,1657.500,4.110,128.900,75.900,5.000,18.400,95.500,25.200,46.000,1.000,7.700,0,0,
5980.500,1637.200,4.250,115.600,78.400,4.800,18.800,99.900,25.300,46.100,1.000,7.800,0,0,
5981.000,1625.700,3.660,132.100,75.500,4.900,20.000,101.700,25.300,46.000,1.000,7.800,0,0,
5981.500,1627.400,4.000,133.300,74.500,4.300,20.100,100.000,25.400,46.200,1.000,7.700,0,0,
5982.000,1608.900,2.880,121.500,72.200,4.800,18.700,93.700,25.300,46.000,1.000,7.700,0,0,
5982.500,1647.300,3.920,122.200,72.800,4.300,19.400,103.100,25.500,46.500,1.000,7.500,0,0,
5983.000,1630.300,4.250,121.600,75.100,4.600,19.300,94.400,25.300,46.700,1.000,7.400,0,0,
5983.500,1638.500,4.250,128.100,73.100,4.300,19.800,104.500,25.300,46.600,1.000,7.500,0,0,
5984.000,1630.900,3.560,126.700,74.300,5.000,21.000,90.700,25.500,46.700,1.000,7.300,0,0,
5984.500,1612.000,4.080,119.500,73.600,4.600,19.300,100.300,25.400,46.700,1.000,7.400,0,0,
5985.000,1642.500,3.700,127.400,76.200,4.700,20.100,99.100,25.200,46.700,1.000,7.400,0,0,
5985.500,1648.400,3.400,123.700,73.500,4.200,19.600,105.400,25.300,47.100,1.000,7.400,0,0,
5986.000,1660.600,4.230,120.000,77.900,4.400,18.900,97.900,25.300,47.000,1.000,7.600,0,0,
5986.500,1626.600,4.250,131.200,75.700,4.100,19.900,100.200,25.200,46.900,1.000,7.600,0,0,
5987.000,1649.500,4.250,115.600,74.300,5.000,19.800,101.100,25.300,46.800,1.000,7.700,0,0,
5987.500,1648.600,4.140,125.800,74.800,5.100,17.700,100.400,25.500,46.400,1.000,7.800,0,0,
5988.000,1639.700,3.570,112.200,73.800,4.600,20.000,103.700,25.500,46.700,1.000,7.800,0,0,
5988.500,1648.200,3.680,121.300,76.200,4.500,17.800,100.900,25.400,46.700,1.000,7.700,0,0,
5989.000,1637.000,4.250,125.800,74.100,4.200,19.300,96.300,25.200,46.900,1.000,7.800,0,0,
5989.500,1628.800,4.250,131.300,71.000,4.300,20.400,100.300,25.300,47.000,1.000,7.700,0,0,
5990.000,1623.900,3.440,128.700,73.400,4.300,18.700,99.300,25.400,47.200,1.000,7.800,0,0,
5990.500,1639.400,2.750,119.800,76.800,4.600,18.600,97.900,25.300,47.000,1.000,7.800,0,0,
5991.000,1633.800,4.250,134.100,71.600,3.900,19.400,103.500,25.100,46.800,1.000,7.800,0,0,
5991.500,1643.900,4.060,116.500,73.000,4.500,17.800,97.200,25.200,46.600,1.000,7.600,0,0,
5992.000,1641.600,3.860,125.300,72.500,4.600,17.300,105.800,25.200,46.700,1.000,7.500,0,0,
5992.500,1660.500,2.500,111.500,73.100,4.400,17.500,105.100,25.300,46.900,1.000,7.500,0,0,
5993.000,1621.900,3.340,123.800,75.000,4.500,19.800,97.500,25.100,47.300,1.000,7.600,0,0,
5993.500,1640.000,3.230,125.300,72.200,4.700,20.400,107.000,25.100,46.900,1.000,7.800,0,0,
5994.000,1638.100,4.050,119.300,69.900,4.500,19.900,95.700,25.200,46.500,1.000,7.800,0,0,
5994.500,1643.200,4.170,127.400,73.100,4.400,20.100,100.300,25.300,46.600,1.000,7.800,0,0,
5995.000,1651.800,4.250,122.400,74.400,5.600,18.200,101.800,25.300,46.300,1.000,7.800,0,0,
5995.500,1632.100,4.170,127.800,75.000,5.000,19.200,103.100,25.200,46.200,1.000,7.800,0,0,
5996.000,1636.600,4.250,127.900,73.000,5.200,18.500,91.800,25.200,46.000,1.000,7.800,0,0,
5996.500,1643.700,3.160,122.200,70.800,4.600,19.800,91.700,25.100,46.000,1.000,7.700,0,0,
5997.000,1634.600,4.250,123.000,71.400,5.000,19.700,106.200,25.100,46.400,1.000,7.800,0,0,
5997.500,1637.800,3.270,131.200,71.900,4.400,20.800,96.000,25.200,46.400,1.000,7.600,0,0,
5998.000,1646.300,3.750,121.600,70.700,4.500,19.400,97.600,25.200,46.800,1.000,7.700,0,0,
5998.500,1640.600,4.250,120.500,70.200,5.400,19.800,97.600,25.300,46.900,1.000,7.500,0,0,
5999.000,1619.900,3.750,128.700,73.000,3.800,18.300,101.600,25.400,46.400,1.000,7.400,0,0,
5999.500,1614.500,4.250,132.800,76.600,5.400,18.200,114.100,25.300,46.700,1.000,7.500,0,0,
6000.000,1657.000,3.780,120.600,75.400,4.700,17.700,98.800,25.100,46.800,1.000,7.400,0,0,
6000.500,1634.300,3.600,120.600,71.000,4.500,19.900,96.100,24.900,47.200,1.000,7.500,0,0,
6001.000,1626.900,3.580,129.600,75.500,4.800,18.500,90.400,24.900,47.200,1.000,7.400,0,0,
6001.500,1627.200,4.170,125.700,72.900,4.600,19.500,96.300,24.700,47.100,1.000,7.600,0,0,
6002.000,1635.800,3.390,111.900,74.800,4.700,18.900,100.100,24.700,47.500,1.000,7.400,0,0,
6002.500,1649.400,3.460,130.600,76.600,4.300,20.600,102.600,24.700,47.300,1.000,7.400,0,0,
6003.000,1658.400,4.110,127.600,72.700,4.800,17.700,99.600,24.600,47.200,1.000,7.500,0,0,
6003.500,1649.700,3.610,106.000,75.400,4.900,18.900,99.600,24.700,47.500,1.000,7.500,0,0,
6004.000,1612.200,4.100,122.800,72.700,4.600,18.100,96.800,24.900,47.400,1.000,7.400,0,0,
6004.500,1646.300,4.170,128.400,71.100,4.700,19.400,102.300,24.900,46.900,1.000,7.500,0,0,
6005.000,1649.500,3.930,130.200,73.300,4.400,18.700,90.400,25.000,47.300,1.000,7.400,0,0,
6005.500,1644.500,4.250,130.900,76.500,4.400,18.700,95.900,24.900,47.200,1.000,7.500,0,0,
6006.000,1630.000,3.850,123.800,74.300,4.200,21.500,110.100,25.000,47.600,1.000,7.300,0,0,
6006.500,1625.700,4.250,124.800,76.200,4.300,20.600,97.800,25.200,47.700,1.000,7.400,0,0,
6007.000,1623.700,3.970,135.300,74.000,4.600,19.700,97.600,25.000,47.500,1.000,7.400,0,0,
6007.500,1629.900,4.250,124.900,75.500,5.200,20.300,98.700,25.200,47.900,1.000,7.300,0,0,
6008.000,1642.400,3.790,133.700,76.200,4.700,19.500,99.400,25.300,47.600,1.000,7.300,0,0,
6008.500,1648.900,3.390,128.600,71.000,5.000,20.300,98.700,25.100,47.700,1.000,7.500,0,0,
6009.000,1612.800,4.250,118.200,72.000,4.600,19.900,89.400,25.200,47.900,1.000,7.400,0,0,
6009.500,1621.700,3.980,124.300,72.300,4.800,16.800,92.500,25.100,48.000,1.000,7.500,0,0,
6010.000,1638.300,4.060,116.600,75.300,5.000,18.400,101.600,25.100,47.900,1.000,7.400,0,0,
6010.500,1635.800,4.250,124.800,72.600,4.700,18.000,111.700,25.200,47.500,1.000,7.300,0,0,
6011.000,1652.900,3.900,118.500,70.800,4.300,19.600,92.700,25.400,47.200,1.000,7.100,0,0,
6011.500,1632.400,4.250,124.900,73.100,5.000,20.800,96.200,25.400,46.900,1.000,7.000,0,0,
6012.000,1645.100,3.220,129.200,75.700,4.700,18.700,105.200,25.600,47.300,1.000,7.000,0,0,
6012.500,1636.600,4.090,127.500,75.100,4.900,17.900,107.100,25.600,47.700,1.000,7.100,0,0,
6013.000,1642.700,3.510,124.500,74.500,4.200,20.000,103.600,25.600,48.100,1.000,7.000,0,0,
6013.500,1630.500,3.890,124.200,75.400,4.400,19.800,94.500,25.600,48.500,1.000,7.000,0,0,
6014.000,1658.100,4.250,118.200,72.200,4.700,19.300,100.500,25.600,49.000,1.000,7.000,0,0,
6014.500,1660.000,4.250,115.700,71.400,3.800,19.800,99.600,25.500,48.600,1.000,7.000,0,0,
6015.000,1643.200,3.820,122.700,74.800,5.200,19.500,102.100,25.400,48.600,1.000,7.100,0,0,
6015.500,1627.300,4.030,123.600,72.500,4.000,17.500,100.400,25.300,48.200,1.000,7.000,0,0,
6016.000,1633.900,4.250,123.300,70.900,5.200,18.300,100.800,25.400,48.200,1.000,7.000,0,0,
6016.500,1629.500,3.450,131.900,73.700,4.800,19.300,98.600,25.300,47.800,1.000,7.200,0,0,
6017.000,1629.700,3.630,114.800,76.400,4.600,22.000,96.600,25.400,48.100,1.000,7.300,0,0,
6017.500,1645.600,4.250,124.100,71.800,4.800,18.300,108.500,25.300,47.800,1.000,7.500,0,0,
6018.000,1645.800,4.250,136.000,74.500,4.400,18.900,97.000,25.200,47.600,1.000,7.500,0,0,
6018.500,1629.100,3.440,120.600,73.500,4.400,19.100,103.600,25.100,47.400,1.000,7.700,0,0,
6019.000,1638.500,4.250,120.300,72.500,4.300,17.800,88.000,25.100,47.500,1.000,7.600,0,0,
6019.500,1647.200,3.610,116.700,73.100,5.200,19.500,102.000,25.100,47.800,1.000,7.600,0,0,
6020.000,1633.900,4.020,116.800,72.200,4.100,17.900,99.800,25.200,47.600,1.000,7.800,0,0,
6020.500,1622.100,3.700,123.900,74.100,4.700,18.300,106.800,25.300,47.600,1.000,7.800,0,0,
6021.000,1620.700,3.350,119.700,78.400,4.800,19.500,91.800,25.200,47.200,1.000,7.800,0,0,
6021.500,1638.000,3.900,123.700,74.200,5.200,19.600,99.900,25.300,47.500,1.000,7.600,0,0,
6022.000,1624.400,4.140,119.200,73.400,4.300,18.700,103.200,25.300,47.700,1.000,7.800,0,0,
6022.500,1624.600,3.940,117.100,75.800,4.300,20.100,112.000,25.200,47.400,1.000,7.600,0,0,
6023.000,1628.600,3.090,119.800,74.400,5.000,18.200,106.300,25.300,47.700,1.000,7.400,0,0,
6023.500,1633.400,4.250,131.400,73.200,4.500,19.100,106.700,25.300,48.200,1.000,7.400,0,0,
6024.000,1631.700,4.240,126.500,74.000,4.700,18.900,103.800,25.400,48.600,1.000,7.300,0,0,
6024.500,1632.400,3.450,128.000,72.100,4.400,19.300,101.500,25.400,49.000,1.000,7.100,0,0,
6025.000,1639.400,4.250,114.500,74.100,4.200,18.800,88.000,25.300,48.700,1.000,7.200,0,0,
6025.500,1643.000,4.160,130.300,76.500,4.700,20.100,100.300,25.400,49.200,1.000,7.100,0,0,
6026.000,1628.900,4.250,129.800,75.100,5.000,17.800,106.400,25.400,48.700,1.000,7.300,0,0,
